사용월,호선명,지하철역,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,작업일자
202210,1호선,동대문,9398,6871,14707,11779,19432,21691,18853,22784,17361,23933,18652,26740,23463,27173,25261,25047,27040,23529,27997,22274,28045,21583,27411,20523,24942,21033,17122,19705,14662,13926,13377,11666,10591,10596,5076,8316,20221103
202210,1호선,동묘앞,3766,4838,6384,9133,10842,21373,9804,19403,11143,23558,16304,31009,23906,34273,31255,38327,34758,34159,37693,28911,39454,20828,35196,15249,21901,10680,9257,7396,5825,5568,4961,5657,3507,6176,1386,3913,20221103
202210,1호선,서울역,13511,55432,40840,105943,71256,205484,61307,151763,62514,84310,77285,72422,84928,83084,85858,82661,73001,74496,96526,81463,111175,83613,163238,96434,205513,97618,115319,67072,82912,48011,85422,42691,56471,30503,26783,14843,20221103
202210,1호선,시청,3908,26854,7253,62283,9735,175247,12189,94571,14635,47845,20715,50439,24213,50477,32591,48653,45236,39997,61885,35693,66922,34926,94250,33105,154910,27657,62838,13198,53970,8140,47960,7461,31231,5655,10639,3367,20221103
202210,1호선,신설동,9536,8484,20433,23061,29535,54171,19966,32246,17654,22618,20102,19267,22087,19245,23352,19830,22972,19017,25266,20120,31318,21628,38057,24892,50800,29683,20438,20516,14571,14118,12545,13795,9248,11921,3669,8583,20221103
202210,1호선,제기동,8520,9098,21931,19038,32298,37999,24146,33164,26944,40444,35347,47262,41660,50292,44171,53070,47526,48676,51642,40896,50687,33562,44932,28441,38721,27094,19514,18139,12472,11960,8640,11584,5578,10378,2242,6818,20221103
202210,1호선,종각,4237,22659,6536,91028,10505,225517,13644,143027,18618,64225,26998,63080,33812,56945,43796,56477,54865,46951,72071,40234,81018,41515,137952,46434,199207,49606,89244,24804,77276,11985,82994,8650,60677,6120,28401,4125,20221103
202210,1호선,종로3가,4065,13620,5288,24619,10205,68144,14664,67280,21017,59341,31501,69818,44492,73032,52580,68101,62386,59606,73711,48973,81711,44307,90084,42161,100386,41568,62024,21684,49365,11437,51434,8953,40353,6544,18163,4564,20221103
202210,1호선,종로5가,3029,15796,5328,39957,9058,92084,12874,62476,20615,56554,32117,61749,42650,60925,50938,57242,59102,52339,65020,44957,68179,40186,85559,35943,96755,32409,52058,17687,36168,8491,32016,6401,21285,4680,7388,2837,20221103
202210,1호선,청량리(서울시립대입구),15271,23232,35969,18706,46390,36162,31180,35799,30495,38504,35576,42083,40807,42462,43347,46475,44436,47179,49603,46084,58421,42109,53071,42581,42612,47635,23114,31406,17789,19383,13787,18317,8706,16070,3302,9629,20221103
202210,2호선,강남,19555,50067,37354,136882,62380,280477,52118,287415,51336,143089,66067,103971,83334,101317,97852,114873,108128,101623,133434,97010,154872,106440,231828,133765,299117,174491,193442,106982,154012,58683,174686,47289,164626,43743,78414,24265,20221103
202210,2호선,강변(동서울터미널),26718,27666,74289,29335,112784,47823,83758,43383,69108,40030,60281,37727,58755,43689,54615,47379,49070,53451,52046,61839,55334,69030,60051,84173,65139,110057,49496,79156,43201,53998,34968,46458,23147,43104,9249,23369,20221103
202210,2호선,건대입구,22663,16891,51780,24706,89941,61937,62749,52935,39849,44161,39076,48689,45497,56148,50530,60501,52511,60265,57310,66125,65357,80662,76349,107602,86009,152855,64759,106105,66005,64789,71560,60090,72018,54596,43479,32542,20221103
202210,2호선,교대(법원.검찰청),12071,26855,24868,56387,36391,146818,30927,135958,29616,66817,34979,57124,37722,51539,45423,56013,53006,50399,57375,47417,60831,49777,95579,63103,132731,73465,64036,42524,53848,25471,55787,23302,45773,22155,17250,11985,20221103
202210,2호선,구로디지털단지,53176,20339,133865,76505,177880,225606,113472,137994,70906,59804,65316,45476,69113,48978,70563,59856,63114,60649,66563,68397,78944,83676,132454,110974,210103,159801,101516,134423,64612,86384,52703,86769,40920,82802,18492,49349,20221103
202210,2호선,구의(광진구청),26061,16931,67387,15077,110936,35896,68723,24052,38123,20477,32302,19953,33073,22708,32000,26065,29071,28315,29470,35239,36890,42570,36460,56467,42958,91387,22790,66360,17721,43639,16237,42802,14917,39876,8022,23062,20221103
202210,2호선,낙성대(강감찬),26405,10491,80737,20137,122653,39788,80699,34033,46344,29581,40370,25522,44302,28844,43260,30956,38168,32947,38814,38077,43661,46089,47549,60571,50598,99082,29478,85744,23312,55692,20860,53453,15880,54432,8269,34064,20221103
202210,2호선,당산,16504,13309,42825,27882,54372,72310,35607,35686,26037,20405,24828,19012,25987,21977,25129,24260,22875,24707,24550,28601,29615,36094,41855,50020,57879,74697,27069,51481,22352,33255,21572,32599,18458,29753,8659,20538,20221103
202210,2호선,대림(구로구청),31743,10756,65099,21873,92992,53160,63750,34429,38998,31469,34350,33715,35626,32026,35543,33506,32689,33962,33543,41441,37698,50950,44204,63474,52207,70139,26731,55567,19658,39060,15103,48236,11733,45124,5483,22049,20221103
202210,2호선,도림천,1163,986,3419,3551,3562,5601,2167,2114,1878,1541,1704,1219,2027,1919,1691,1582,1902,1705,2260,1585,3109,1878,2846,2229,3452,3074,1388,2619,867,1679,825,1387,487,1129,160,913,20221103
202210,2호선,동대문역사문화공원(DDP),4565,8502,7202,20894,11593,50545,12506,33463,14114,30490,18304,31428,21161,31324,23183,31450,28010,32250,33159,29554,41067,27693,45892,29033,46982,32365,30387,27933,23631,19082,24132,16097,17214,14460,8375,9591,20221103
202210,2호선,뚝섬,8243,15919,18182,35662,24739,125783,17032,86903,14862,40786,16559,33736,20610,35545,24057,36527,28517,33735,36640,33864,47786,34381,70298,37826,125609,44189,60355,26610,41096,14097,40066,12336,26057,11244,10790,7589,20221103
202210,2호선,문래,12834,10949,41459,32706,47933,114248,28052,59437,21045,27726,21451,23667,25387,25061,25788,26507,25725,25110,28510,26863,33936,30644,55160,39126,99361,56459,36489,39776,25814,21955,25946,19359,21339,17655,10320,11065,20221103
202210,2호선,방배,9044,11094,22321,26506,31118,73269,26764,54881,20843,31981,22240,27486,24123,28603,26972,26377,29484,25961,32327,24760,39462,25695,46762,32891,64516,37462,29921,27215,23925,17345,22875,15810,18547,16249,7096,9705,20221103
202210,2호선,봉천,27580,7182,79411,12207,118000,26388,71764,21550,42703,19186,35164,21760,38084,23442,36471,25988,31455,28549,29817,37091,33602,42939,31739,56344,32862,82447,19475,71455,15816,44361,13473,43379,10460,40896,4252,24308,20221103
202210,2호선,사당,26372,38793,72770,50034,103376,70630,78444,54608,50677,47255,47326,55356,53477,57270,55758,54319,59955,54716,62852,65138,66440,84828,79615,119584,95486,164413,68300,114109,64216,70503,69684,67098,63847,65785,35708,41644,20221103
202210,2호선,삼성(무역센터),7071,40333,14108,127871,19801,314927,21474,230020,25248,109096,36956,80057,47780,75100,63296,83700,76276,70647,94770,60436,121724,58865,206359,64179,285467,62111,147169,34976,110835,18065,97587,15456,64812,12603,18138,6720,20221103
202210,2호선,상왕십리,13546,6019,38655,12352,63428,31388,35838,18134,23082,13448,20320,12612,21958,14706,20970,16404,19293,17156,19477,20837,21458,25753,25438,33801,27043,50658,17446,34534,12446,22518,10008,21982,7378,20729,2832,13019,20221103
202210,2호선,서울대입구(관악구청),41956,15163,121278,29429,172538,66264,117830,64859,71796,56166,63817,47430,70315,53784,74832,59390,66849,58509,70399,66902,77076,79891,87858,107468,91184,167592,56022,141273,46785,87239,47218,82152,42904,82341,22005,49593,20221103
202210,2호선,서초,9486,21578,17210,49780,27733,107592,28916,87756,21878,40083,29397,33002,27180,24160,34556,26796,34453,25170,41550,20143,48855,22241,68185,24268,92638,25268,41704,17559,28740,10513,27711,10102,17414,10319,6038,5628,20221103
202210,2호선,선릉,11086,41156,21029,105723,34783,266905,33087,213002,37744,105687,48482,65088,57902,59130,65760,67031,74895,55190,92499,48396,115483,47966,182499,53667,276858,56350,136575,36130,88087,22089,83575,18608,70863,17623,26851,10350,20221103
202210,2호선,성수,9405,28584,23099,70834,31256,245028,23797,143268,21361,62898,24228,50931,29412,54836,35460,58732,41425,56920,51744,55367,66883,56479,119084,60920,224786,68575,104218,40853,72602,20728,68370,16471,49717,15398,20481,11971,20221103
202210,2호선,시청,2285,18765,5004,58000,7837,192253,11155,82470,15503,31105,21355,29979,22937,31031,28575,32462,36342,28795,45005,25212,51190,24079,92531,25426,157888,23550,58670,11684,44368,7420,40341,7073,25780,6216,10339,4437,20221103
202210,2호선,신답,1855,530,6048,1029,11112,1736,4899,1042,2622,1104,2173,1262,2446,1556,2069,1750,1987,2044,2007,2685,2103,3611,2241,4454,2097,9573,1104,6453,708,3468,539,3892,501,3079,202,2223,20221103
202210,2호선,신당,11034,8667,26578,16736,44377,33191,28152,22568,19737,19315,19823,20077,22516,21779,22897,23078,23266,23143,23900,24933,28516,29047,31114,36005,32892,50067,22943,32648,17617,20320,15599,19157,13295,17466,6520,11191,20221103
202210,2호선,신대방,35305,9659,86779,16373,128367,27626,80629,20178,47400,18461,39244,18859,38397,22057,36573,25403,30738,29143,29740,39034,32722,47505,34451,63242,35222,90791,21468,81165,16007,55661,12764,59371,9930,55178,4745,32226,20221103
202210,2호선,신도림,49916,22239,130882,40431,141108,105062,90787,68590,62851,65704,62822,63874,70207,68408,72601,72825,73162,69014,75545,77331,85964,91445,102129,119152,121244,175005,73382,123971,62080,73499,63654,71057,51486,68734,21565,51967,20221103
202210,2호선,신림,71568,19961,183708,28410,273219,45729,170806,45975,98129,41851,81921,46799,86401,53737,81642,60263,74533,67031,73338,83292,79389,101801,82516,138645,83258,219968,55449,200106,47648,126516,42910,123682,37876,114822,20808,73978,20221103
202210,2호선,신설동,1519,1674,4562,4581,8413,11958,5509,8647,4730,8340,6058,7595,7173,7543,8119,7887,8740,6639,9237,6260,9979,5376,11185,5924,12676,7015,4774,5357,2951,3746,2652,3326,1787,3348,728,2275,20221103
202210,2호선,신정네거리,18156,3226,49407,4817,46158,11481,26135,8469,18648,7382,16735,8593,17122,10049,15414,12163,13107,13130,11989,17225,13239,22894,13331,30054,12065,46302,7060,36317,5309,20735,4375,19140,3518,17582,1314,11705,20221103
202210,2호선,신촌,15338,18835,35751,38217,54378,85575,39990,96711,38728,72292,46929,66118,61446,70117,64583,76382,65818,67471,75348,62388,89495,67378,105275,86539,102024,112774,70275,76090,71813,44126,75267,39487,72978,35374,36337,24900,20221103
202210,2호선,아현,10243,6448,28023,12083,38654,23832,24135,13968,17608,11438,16741,10500,18269,12578,17071,14180,15946,15060,17040,16558,23884,18257,21353,23763,20464,32605,12454,23919,9050,16500,7181,16287,5043,14490,2122,9157,20221103
202210,2호선,양천구청,11496,2149,33027,5100,30506,9904,18663,5148,12901,4670,11097,5556,11008,6969,10614,8276,8147,9205,7852,11200,9434,14186,9134,19407,8928,28560,4177,23887,3004,14050,2481,13225,2206,11557,732,8529,20221103
202210,2호선,역삼,8685,36432,14968,134005,25854,333643,23732,289330,25326,123215,32992,67837,40023,57511,47608,61668,56559,50635,73637,46205,92153,42551,198097,50418,263874,56693,141375,35550,82511,21560,77668,18564,55099,15854,22058,9722,20221103
202210,2호선,영등포구청,12547,15715,36656,34429,46770,115575,29021,53753,23096,27691,24254,25851,27179,26416,28261,27840,29525,26155,31300,27106,37578,31126,52777,37435,97190,53151,35782,35781,26243,21741,24852,20315,18378,18315,8363,12532,20221103
202210,2호선,왕십리(성동구청),10260,6736,25707,12664,46131,27955,30329,18868,21080,15529,20967,16024,23770,19138,24722,19578,24661,20205,28209,22058,32570,25867,36322,35650,38045,55409,25459,34260,23995,21222,25907,19421,26982,19186,15126,12912,20221103
202210,2호선,용답,3205,1364,7967,1895,13239,4276,7248,6699,4992,4005,4559,3147,5176,3449,5002,4305,4560,3752,4970,4605,6887,6080,6013,6910,4324,10691,2503,7172,2026,4925,1521,5526,1232,5171,563,3650,20221103
202210,2호선,용두(동대문구청),1688,898,4908,2400,9179,5061,4683,3550,3829,3261,3878,3483,3992,3261,4114,3945,4245,4196,4488,4565,4866,4327,5004,4594,5016,7731,2382,5023,1530,2999,1454,2997,716,2515,325,1627,20221103
202210,2호선,을지로3가,2624,19127,5842,63242,11904,161505,14843,69792,17739,32801,21522,27568,23776,25830,27058,28993,30901,25807,34786,24584,42587,27270,83412,32945,132628,37998,54053,22931,40961,13867,43193,11219,38380,9952,22444,6419,20221103
202210,2호선,을지로4가,2034,13957,4517,31915,9453,73969,10247,39453,12667,24624,15981,24346,18110,21851,21034,21411,23419,20753,26359,18096,33139,16474,53965,16231,65737,16462,27882,10223,16619,6789,14233,6754,10034,6118,4995,4224,20221103
202210,2호선,을지로입구,4172,24827,9940,111114,16906,302791,22802,149988,28114,72368,37124,67197,42348,58849,54572,58366,62486,53023,74413,50742,87233,51621,150647,58908,262107,61134,114305,34858,102236,22867,71380,21017,53140,18081,21825,10588,20221103
202210,2호선,이대,8254,7553,24667,15069,34974,41259,21686,46417,18129,38750,20531,26715,27950,30189,28117,33595,27862,25106,34274,25941,38865,27143,47536,33382,42609,42847,24831,30741,21996,20663,22765,20506,17358,20499,6852,15286,20221103
202210,2호선,잠실(송파구청),44841,39579,111486,82922,155243,193113,119921,187933,84731,124158,85152,127743,96539,130029,106857,132302,118384,132536,145348,146755,170786,160271,206090,186736,245903,230722,181732,153592,182117,98753,185530,93005,120420,85103,31993,45379,20221103
202210,2호선,잠실나루,11038,10194,36353,20674,45388,35917,30537,25579,25020,19275,24263,16440,24145,20073,21985,21571,22363,20122,24680,20274,28886,21983,34855,27632,28447,38719,14377,28343,11193,18161,8289,17437,6561,16695,2789,9568,20221103
202210,2호선,잠실새내,17083,8441,53905,16237,75609,28229,49601,31136,34609,24944,32710,26902,34075,30341,33590,34901,31710,36592,34435,42054,35915,48249,39182,61920,41561,84754,30388,57995,26719,35180,25885,31504,26634,29399,14638,16415,20221103
202210,2호선,종합운동장,5749,13245,16087,21910,22782,30929,16517,21009,12945,21587,12114,17192,16058,18871,15741,23352,16202,25870,23505,36049,23877,44005,28242,59545,24570,60007,17523,26134,27982,11999,52843,11671,67850,11873,10261,5948,20221103
202210,2호선,충정로(경기대입구),6579,7204,14922,20523,21315,57298,14814,26735,11137,14367,11996,11760,12948,11637,13911,13721,14068,12467,14525,12431,18242,13761,28264,16928,44791,21633,14920,14766,9749,10141,9287,9806,6771,9167,3262,6440,20221103
202210,2호선,한양대,2617,5813,5023,12320,8754,59441,7064,54805,8355,46908,13365,18449,17920,33830,19179,27340,23324,20890,28956,14505,39611,12078,47647,16421,37973,20380,18750,10679,16955,6955,19364,6303,15741,5904,8648,3981,20221103
202210,2호선,합정,18352,14356,41504,32227,54311,90135,37370,84071,29095,53624,30824,51899,37051,55699,41422,62747,44613,56809,48925,58476,58025,67324,75293,85061,112517,113719,77423,77814,64164,42673,68167,35379,64990,30323,34048,20671,20221103
202210,2호선,홍대입구,33471,18230,62343,37203,80837,103458,60595,134015,53290,101210,59126,116020,70403,138907,84149,152655,91893,142747,113773,144497,142367,156110,167435,186404,193033,229914,151479,167885,148611,99102,172770,80067,172290,67464,90259,47392,20221103
202210,3호선,가락시장,6845,6455,19670,11139,21800,27812,16543,15183,14571,11463,14056,11557,14452,12341,14198,12436,14277,13250,14848,14954,16551,16818,20641,19800,27206,24157,11836,17710,9404,11422,8130,10126,5556,9296,2259,5306,20221103
202210,3호선,경복궁(정부서울청사),5735,13258,13576,39407,19760,126638,20780,106034,19969,78866,26442,74610,36313,64395,46181,63962,58769,55435,75714,46283,85266,41465,99726,42340,114836,44579,52732,27373,50708,13209,48213,10867,29367,10110,10921,5797,20221103
202210,3호선,경찰병원,6981,3315,22239,8675,25607,25975,15433,13397,11625,8425,10641,6798,9971,7879,9774,9542,9623,8644,10458,9429,10416,10274,15227,15243,19026,21118,6643,16721,5370,10097,4870,8998,3061,8820,1062,5493,20221103
202210,3호선,고속터미널,7356,38083,26176,52891,44841,78997,53696,98747,57274,98680,70565,105537,81904,104079,91052,104510,104574,107351,118068,113424,128153,111626,145208,116204,142462,120953,124021,75177,137666,47140,87899,36709,53564,27344,21286,13182,20221103
202210,3호선,교대(법원.검찰청),3802,7282,8863,20110,13167,46737,11541,35835,12022,17114,15287,12036,17370,11120,20870,12270,23982,10626,25339,10516,27700,11203,44595,15780,63899,19774,28241,9839,25139,5569,25304,4766,22084,4517,7666,2434,20221103
202210,3호선,구파발,30384,10170,83348,23574,74851,32926,45827,31195,33682,30832,31239,26665,32542,26939,31204,29294,32049,29885,35281,30426,41622,37907,41678,42692,32779,71843,20775,59457,15774,35082,13162,31150,10595,27953,2809,20571,20221103
202210,3호선,금호,10175,2839,25936,4688,36784,8394,23831,6562,15925,7136,13749,8288,13648,9467,13114,10970,11569,12168,11335,15247,12756,17677,13297,22153,12554,29948,8240,20732,5813,14858,4387,12824,3347,12580,1430,6581,20221103
202210,3호선,남부터미널(예술의전당),9094,26041,28196,59527,43309,143362,37092,82450,35572,50101,40388,37580,41099,39349,44580,45772,44669,45123,47244,45374,61780,50006,94737,55950,127368,65580,61522,42795,44111,25560,40408,19963,32261,15488,9662,9276,20221103
202210,3호선,녹번,25412,3858,69369,7561,74675,17816,46022,11189,29727,10005,24734,10513,24407,12981,21858,14290,18957,16012,17562,21051,18664,27673,19145,36347,20141,60856,10028,49651,7277,30856,5982,27607,4237,24535,1534,14940,20221103
202210,3호선,대청,10945,6348,27461,16143,34583,26285,20472,12270,15847,8659,14339,8310,14257,10338,14415,11072,13197,11591,15029,14280,21319,16804,23424,20002,25484,27869,11136,23539,8595,15539,7276,13884,4750,15184,1655,7987,20221103
202210,3호선,대치,11404,8316,23862,18593,25999,29010,17162,18746,14681,13955,14358,13456,16764,16209,16650,20665,15442,18094,18047,19887,20093,26359,30994,31266,27760,30019,17160,22571,13498,12427,18402,12070,32686,10233,3248,6475,20221103
202210,3호선,도곡,2740,4739,8129,12300,10690,18400,7199,14343,6067,7627,6169,7074,6815,6579,7049,6913,7298,6529,9323,6661,12524,7109,15722,8252,16092,9470,7881,7621,6012,4729,4905,4333,3929,4061,982,2492,20221103
202210,3호선,독립문,5990,5028,15150,14281,17841,21602,14987,19588,13290,18167,14132,13546,16251,12782,15109,14147,15499,13244,17198,13346,18152,14308,18221,15090,16254,17001,8130,13514,5791,8829,4704,7766,3352,7341,1080,4632,20221103
202210,3호선,동대입구,3023,9415,6181,15276,8076,54236,6974,43188,7808,35226,10731,29253,12445,23106,16451,24890,22359,20559,22895,17850,28969,18342,36266,18900,46466,20064,21703,10159,21136,5958,24888,5679,13886,4475,4542,2651,20221103
202210,3호선,매봉,6881,8850,16735,21297,21430,68968,15185,32386,12926,14597,13240,13424,12859,12542,14174,12842,16202,11951,18166,12911,21269,14087,36607,19158,59340,23406,19419,16088,13953,9850,15152,8749,9573,8209,3035,4679,20221103
202210,3호선,무악재,5289,1880,14228,2979,16647,6326,10555,4199,7772,4206,6548,3996,6577,4342,6278,5022,5656,5346,5129,6686,5684,8290,6272,10110,6730,14771,3106,11338,2259,7728,1925,7436,1383,6441,482,4237,20221103
202210,3호선,불광,18895,6135,50213,11453,60042,33495,36262,32795,26658,26555,25324,24489,27172,26977,27448,29891,27666,29189,28631,31083,31239,35213,31461,41383,31050,58385,16958,46129,13151,27148,11221,24904,7118,21927,2832,13469,20221103
202210,3호선,수서,11858,18718,34796,35220,45191,53081,31426,34323,33734,23896,27045,19737,32455,25539,30025,23961,23599,24251,34515,28922,39674,33587,44911,40374,51089,50805,22933,38691,23684,26807,15148,23771,16595,21720,6603,8446,20221103
202210,3호선,신사,6764,18401,11145,41023,17355,95217,15703,129975,18879,69602,24699,51346,29863,50451,35793,52606,42569,49178,52358,47489,63298,49458,87167,56042,124660,68934,86528,36869,61553,18416,64747,14877,54660,11294,23958,8035,20221103
202210,3호선,안국,3154,20546,6455,85925,10146,107749,11552,82045,13713,72788,21048,80919,32608,70253,40199,67904,55809,64325,78870,51128,100692,43811,133773,37438,130020,31137,59276,14824,47158,7448,42221,6176,22582,5089,7355,2822,20221103
202210,3호선,압구정,7687,23778,15452,47612,25689,145470,21898,150213,26599,83844,33655,67734,40524,55028,44082,59244,53130,53569,62395,49674,73753,52319,94405,60701,138054,64198,91462,34169,73900,17623,58420,13817,43047,11501,12516,6504,20221103
202210,3호선,약수,10859,6614,26427,15086,38745,32643,28692,20949,20361,15165,19542,15441,21266,15738,21405,16409,19721,18245,20855,20429,23925,24875,27019,29613,32719,42701,18185,27535,14652,18058,15066,16885,10690,15646,4908,9681,20221103
202210,3호선,양재(서초구청),13674,44316,33133,102732,44243,221302,34671,116396,32139,59581,35565,49007,39238,44612,45234,49852,48667,44149,57402,43930,73987,47450,120209,62872,184435,73476,82971,48577,60885,32239,55992,29287,37545,25112,12795,14051,20221103
202210,3호선,연신내,51316,12125,125335,24607,144162,37572,90121,36624,61847,35388,58222,36421,65221,41076,56725,44711,52455,47276,53252,56442,63086,68733,54813,86725,48758,133156,33569,112790,26739,66244,23813,62294,19424,53644,8286,36516,20221103
202210,3호선,오금,8165,2582,25568,5527,29155,13138,16480,6114,9934,5201,8585,4700,9002,6003,8078,6710,6887,6283,7052,8471,8506,10279,10810,14195,11337,20682,4619,15245,3575,10265,2920,9201,2597,10129,662,5984,20221103
202210,3호선,옥수,9658,5040,22188,8698,30755,14398,22591,10653,16625,8729,15098,11024,14756,12133,15254,13183,14824,14455,15093,17618,16698,19939,18311,25705,18430,33507,11395,23902,9327,15788,8154,15273,5677,14095,2457,7344,20221103
202210,3호선,을지로3가,951,8281,2128,29995,4535,72796,7232,29871,8433,15322,10051,13576,10619,13266,12977,13414,15089,11999,16496,12274,20282,13623,39013,16623,62687,19644,26038,10736,18296,5809,18726,4492,15676,2971,8970,2092,20221103
202210,3호선,일원,8508,10612,22425,30846,24429,24179,17247,18914,17605,15978,17958,12567,17838,14226,16236,16497,17230,15801,21320,14170,29174,13453,34249,15843,17792,20138,11073,16915,6935,11255,4513,10800,3793,11131,1366,5217,20221103
202210,3호선,잠원,4450,7298,11664,6987,16590,10423,11170,7238,8498,4883,8524,5174,8549,5538,7962,7028,7371,6792,7867,7541,12208,8949,11607,11305,9017,13846,5419,9881,4105,6422,4230,6191,2781,7189,996,3716,20221103
202210,3호선,종로3가,1249,5515,1766,14767,2981,41481,4175,42342,6287,33138,8883,27782,10665,25906,12715,23274,15811,22383,19014,19894,22504,19314,32445,18876,50924,17975,29785,10424,17771,5526,18653,4398,15031,3226,7074,2112,20221103
202210,3호선,지축,9048,6868,25244,4911,24319,6330,13744,5244,9965,4060,8388,4653,8287,5642,8034,6217,7208,6211,8799,7658,11628,10716,9403,13886,6617,21788,4414,17349,3404,11496,2708,10122,2028,8989,853,5299,20221103
202210,3호선,충무로,0,0,0,0,1,0,2,0,0,0,2,0,1,0,1,0,2,0,1,0,8,0,7,0,2,0,3,0,9,0,4,0,5,0,3,0,20221103
202210,3호선,학여울,1693,1723,4094,3518,4942,8397,3311,6224,2961,6288,3808,5745,4778,5332,5214,6265,5654,6112,7092,5127,7838,4178,9265,4340,8156,4349,2762,3512,1932,2398,1737,2065,987,1931,293,1098,20221103
202210,3호선,홍제,23945,7538,63458,11869,68798,27531,44974,22533,33301,19292,31387,18785,33661,21585,29612,23328,27382,24708,27139,29486,30745,35492,31019,43581,28077,62320,15109,50472,11727,30594,9306,28647,6816,24083,2478,15798,20221103
202210,4호선,길음,32567,7771,85151,14806,82827,33197,49808,27420,36001,24902,31876,26726,34621,26126,33647,30245,29918,31171,31697,32278,37264,41866,38052,55087,35660,78633,19019,63079,15608,38981,12713,37293,12032,35501,4362,20572,20221103
202210,4호선,남태령,1000,1408,2099,3669,3557,5432,3112,2125,2699,1280,2616,1249,2424,1328,2326,1340,2047,1474,2171,1631,3194,1720,4953,1859,4030,1894,1705,1682,1069,1607,761,1223,364,887,196,510,20221103
202210,4호선,노원,22997,7631,49840,14099,54680,31668,33983,32789,27914,24397,28441,24647,31189,28405,29869,33178,29088,32293,30198,36633,33948,43641,35270,57036,34826,80058,25358,64708,25868,37817,23489,33198,22016,28907,9153,19371,20221103
202210,4호선,당고개,15043,5121,39159,5961,35684,11387,22837,10286,16819,9852,15131,9563,14906,10149,14948,10779,14342,11529,12965,13521,13628,16625,13778,19708,12269,26275,7376,25178,5413,16855,4342,14869,2928,14013,1145,10083,20221103
202210,4호선,동대문,3158,14121,5258,34308,7345,70113,12417,65676,17986,58440,24951,54413,32656,47832,38420,44302,47761,42113,56098,34755,65707,26914,85469,20914,63002,17343,33394,17359,24470,11960,25893,7684,15059,5787,6300,5403,20221103
202210,4호선,동대문역사문화공원(DDP),4620,13055,7712,25270,10532,61514,12046,37158,13412,29797,17403,28418,20756,27469,24298,27377,30292,26477,36425,23852,43630,22148,60254,23258,75166,24514,42763,24231,33221,15319,31163,12863,22117,9493,11674,6609,20221103
202210,4호선,동작(현충원),547,2154,2058,2936,2417,5271,2291,3871,1924,3082,2587,2631,2427,3022,2367,3228,2948,3127,3340,3051,4330,3326,5439,4087,5381,5441,2889,4365,5772,2898,4044,1348,1945,997,593,674,20221103
202210,4호선,명동,4520,15781,6780,47964,12037,106667,19548,79367,23738,54482,30574,56255,34307,63535,40505,56756,47062,50923,60420,50394,71874,49900,86526,52436,121119,48986,65233,33091,58357,22303,49891,18117,35700,12826,11375,7488,20221103
202210,4호선,미아(서울사이버대학),20831,6109,45445,17400,50452,33067,34745,20708,26251,16109,24272,19643,26371,17021,24836,18786,23915,21300,24370,25370,27805,29432,28056,34800,28410,46543,16596,38147,11143,24271,9671,22018,7314,19181,2529,12772,20221103
202210,4호선,미아사거리,36974,8001,93326,18824,94993,31891,61405,32696,45080,29036,42755,30190,44431,33363,43998,36229,41490,39699,43590,48119,49324,59397,44955,70975,44057,100137,31064,78337,29290,48070,17623,44825,13769,38669,6304,22434,20221103
202210,4호선,사당,25201,21104,66252,25730,84130,36257,69160,28930,46924,25843,39988,31677,42479,33705,41731,30203,40625,30438,39862,35841,41378,47522,48277,65802,52270,92123,36577,60666,33451,36477,35662,34152,30960,31658,15511,21365,20221103
202210,4호선,삼각지,2222,5700,6992,11189,9942,18002,6704,12063,5094,9861,5740,10639,7121,11520,8304,11682,9047,10704,9379,11440,12097,12967,15291,16689,20251,21120,10541,13254,9930,8045,11832,6552,10601,6442,5626,4600,20221103
202210,4호선,상계,35515,7951,83698,17330,73021,20974,44854,17645,33380,15598,30959,16786,31083,19948,28598,21277,24620,23246,24740,27747,27992,34978,26474,46298,23437,63923,15555,60080,11901,36183,10994,32408,11467,29531,3126,20546,20221103
202210,4호선,서울역,6827,20273,12366,37905,14947,79019,14423,51965,12504,29419,14145,27131,15486,32145,14681,32406,15128,30407,17601,33896,22337,36871,44260,41636,58761,41503,24549,32030,16346,23964,14218,21763,10709,17592,5118,9405,20221103
202210,4호선,성신여대입구(돈암),18615,7724,45687,16723,51170,40718,36504,26966,29789,23222,31183,30983,35922,28001,35300,30458,37132,32809,39145,31136,42114,38178,50342,49212,50689,64758,30989,51126,27969,32970,29398,30056,26429,27667,11512,18414,20221103
