사용월,호선명,지하철역,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,작업일자
202210,4호선,수유(강북구청),48091,11367,113590,20847,120299,53042,79787,40597,58232,32066,53712,34032,55885,36396,53888,42168,49932,44973,50113,53378,53331,70341,58728,87312,63187,125715,36678,109704,27957,69703,25159,62454,19732,56982,10313,37874,20221103
202210,4호선,숙대입구(갈월),7679,6748,17588,21272,25666,48425,20404,30312,17855,26675,18304,21902,22042,20282,22390,20903,23416,20373,26373,20685,37153,23397,39047,32328,49123,39180,28935,25606,27954,16789,24097,14716,20317,13998,9829,8684,20221103
202210,4호선,신용산,4122,12229,11529,33655,16753,84173,14086,65613,14421,31374,18156,26149,19108,27540,22351,28208,23148,26946,28604,27905,37179,31229,60509,37101,89915,43492,43675,25437,36356,14140,37478,10770,24991,8118,12112,4616,20221103
202210,4호선,쌍문,51808,8983,119965,14549,123122,27597,78419,21383,55670,20155,48949,21806,48210,25784,42733,28969,37784,31950,35127,42235,37470,54954,37909,70892,34682,102209,21299,96230,15919,59673,12864,54619,9972,51051,4232,32881,20221103
202210,4호선,이촌(국립중앙박물관),4865,7948,12300,13471,16085,25999,12182,22381,9903,19571,11837,18280,15582,20393,16090,22749,18293,21521,22816,20929,29817,21558,31236,24215,30628,28732,13996,18320,12200,9713,14086,7796,7554,7302,2102,4217,20221103
202210,4호선,창동,38613,14684,84463,19427,79178,36938,53446,31336,43189,29342,41021,28805,42470,35117,40520,41710,37358,45105,39594,49151,45772,56300,47526,68876,47243,91697,25977,76660,20341,47506,17766,41407,14406,38410,6818,23499,20221103
202210,4호선,총신대입구(이수),16627,9993,47955,18224,57615,42561,39660,29607,31656,24866,30678,25301,31470,28295,32573,30942,30013,32832,30245,39225,32655,45430,36316,57120,41129,78159,24719,49475,22625,29613,19511,26461,16838,22510,7696,13561,20221103
202210,4호선,충무로,4974,23380,9486,51117,15185,161088,16802,100957,18887,63496,24262,49571,27832,44628,34970,45523,41694,38285,49975,33050,61743,34039,92457,39186,136836,42649,66834,24708,49545,14572,49901,13446,38696,11627,20465,8172,20221103
202210,4호선,한성대입구(삼선교),12940,7437,29666,17316,35841,32262,25768,26979,20742,23589,21464,22737,24249,22420,24997,22860,25302,22574,27623,22585,35516,26500,35585,31685,34016,37182,21540,29837,18408,19338,16007,17885,11999,17486,4993,11256,20221103
202210,4호선,혜화,8279,21912,18086,48839,21398,114139,25540,94066,31682,71557,38617,67936,43706,77876,47771,96808,61082,87612,88580,67288,97665,64537,114385,74003,124263,78869,75609,54590,77604,22162,95622,20155,82510,17075,29185,11262,20221103
202210,4호선,회현(남대문시장),3224,20175,5103,49715,8474,122084,10553,100320,15860,77295,26818,75387,37830,65153,49915,57693,62863,51716,73331,42471,87153,32003,104836,23907,121811,20340,51689,10867,45668,6710,21072,6306,12598,4824,5021,3195,20221103
202210,5호선,강동,19168,11308,54136,28039,66192,48110,37233,27313,27211,20520,27691,18811,28400,21078,25550,26255,25504,23835,28418,26344,32358,30003,41962,35479,43288,54237,21392,40453,15680,27606,12223,25526,8990,23843,3626,15645,20221103
202210,5호선,강일,7462,3111,21588,4665,20963,7291,14236,3396,10552,2840,8706,3346,8161,4817,7396,4654,5897,5887,6389,7617,8246,8382,7057,12702,7390,16302,3198,15885,2147,9483,1706,8992,1257,7888,423,5205,20221103
202210,5호선,개롱,8795,3819,22678,7171,22275,15460,13173,8599,11168,5892,9849,6574,10350,7184,9811,8444,8397,9344,9566,9676,12085,13970,12100,16280,12601,20866,5984,19347,4337,11024,4098,9172,2496,10462,788,5360,20221103
202210,5호선,개화산,8245,3784,21605,6061,20125,14163,11380,6784,8353,5117,8237,5511,8998,6466,7794,6165,7444,6169,7647,7826,9142,9405,10182,10889,12756,16332,4995,15122,3234,9160,2713,8749,2238,7904,597,4816,20221103
202210,5호선,거여,15281,4660,47432,8353,42021,17603,23429,9271,17241,7153,14652,7550,14929,8390,14333,11713,12225,11107,12233,14112,15628,20577,14862,23254,14628,37504,7290,31994,5345,16870,4802,15305,3046,16671,1053,8911,20221103
202210,5호선,고덕,10975,6069,29382,15310,25170,18809,18180,12914,16036,12160,16861,10549,17314,11525,15026,16656,15249,13602,17379,16266,22544,18535,21095,18781,15474,30705,9474,24925,7434,13179,7649,12908,6965,11405,1946,6818,20221103
202210,5호선,공덕,5511,7194,20601,27482,30369,74189,15514,39815,13337,17860,15664,16126,17707,15328,18904,16077,17820,14986,19223,16020,24714,18785,39537,28584,62366,44709,24033,22447,19013,13209,19644,12627,15820,11929,7166,6819,20221103
202210,5호선,광나루(장신대),15317,8208,38355,16934,45419,37612,28897,23342,21822,20724,20736,16926,24313,16892,22936,18050,21632,18066,23805,19950,27673,24083,29563,29123,33070,39304,16599,28575,12808,18262,13910,17912,8823,16610,2883,9466,20221103
202210,5호선,광화문(세종문화회관),3043,28244,8317,70881,12311,238924,11532,121525,15033,64492,22506,64191,30321,59357,39853,61989,53652,51632,73027,41671,84639,39232,122587,43589,206363,47336,79136,21787,64771,9577,67436,7749,41785,5942,14720,3179,20221103
202210,5호선,군자(능동),11900,5694,32667,8629,44061,25393,22093,16642,14565,11949,14063,11779,15789,13472,15610,15146,14512,15629,15061,17745,17356,22853,21818,32787,26253,51590,15433,34050,12757,20834,12725,19252,10505,18291,5667,12122,20221103
202210,5호선,굽은다리(강동구민회관앞),13917,2861,35669,6162,36873,15190,21579,10799,16857,8605,15830,9987,16355,10261,15900,12361,13303,13537,12740,14247,13865,19681,14694,21315,14876,33950,8565,26780,6360,16866,6345,14084,4708,14849,1419,7639,20221103
202210,5호선,길동,8708,4487,21656,7130,26120,16929,15486,14013,12809,9592,13228,10342,13942,11157,13673,11558,12011,13236,12916,13890,14446,17523,15275,19477,16114,26695,8538,20254,6814,12103,6093,10340,4407,9634,1869,5415,20221103
202210,5호선,김포공항,1792,10635,4276,16345,7807,18668,8407,13325,8697,15029,11546,17171,13134,17363,14486,17479,16364,16900,19047,17519,18979,17833,23645,17447,27748,16551,17805,9510,15356,4529,14882,2303,12004,1651,2849,1194,20221103
202210,5호선,까치산,43247,8996,122920,11158,153163,21319,80109,18566,49848,18239,44230,20981,44689,25457,40526,28548,34758,32397,32378,44159,33782,56294,33507,71526,31618,120207,20185,96511,14977,61230,12288,60335,9871,49898,4615,32090,20221103
202210,5호선,답십리,17998,7481,52851,13697,70098,34743,36429,19097,24060,14145,21284,13943,22411,16000,21633,18650,19604,17873,20795,21072,24041,25377,29218,33718,33338,54312,16360,36717,11289,23651,9498,21786,7344,19618,2965,11872,20221103
202210,5호선,동대문역사문화공원(DDP),655,2523,1312,8809,2506,27780,2281,11483,2840,4009,2815,3574,2634,3591,2857,3473,3486,3449,3797,3325,5304,3460,11000,3661,19651,3835,7185,2509,4128,1973,3553,2017,2586,1843,1037,1361,20221103
202210,5호선,둔촌동,9647,5538,23821,10062,26831,18859,15751,11603,12931,9536,12483,9401,12775,10570,12354,12495,11989,11542,12838,14275,15506,16603,17551,20718,20372,29215,10280,21273,7492,10675,6561,11136,4968,9240,2097,5696,20221103
202210,5호선,마곡,7584,7345,24481,13564,24089,47187,13955,30242,11179,13774,11243,11308,11998,12002,12828,12727,13436,12177,15568,12458,19989,15050,29235,17150,39771,25422,16811,19557,11908,10768,10012,9462,7027,9562,2763,5246,20221103
202210,5호선,마장,5806,3601,15537,6189,19840,16195,11381,10950,9074,7957,8494,6922,10033,7914,9135,7885,9168,6768,9554,7760,10813,9287,11406,12100,12756,17148,7715,11289,5362,7262,4717,6773,3485,6529,1518,3898,20221103
202210,5호선,마천,13677,2896,40124,4582,33128,10939,16976,8202,11754,6926,10005,6362,11301,6971,9854,8498,8596,7326,8491,12291,9630,14546,9245,18142,9528,26640,4574,23148,3479,12953,2432,12850,1518,12253,573,6968,20221103
202210,5호선,마포,7901,6797,25773,19311,34043,66178,18690,33490,15645,16538,15742,16866,17561,15775,18695,16619,17871,15666,19021,17126,21679,21429,33537,31591,56184,46138,21781,28366,22637,14722,23972,13358,18084,11777,7352,7316,20221103
202210,5호선,명일,13854,3882,34785,6947,31912,13547,19349,9843,16560,9836,14639,9247,15161,9082,13715,12280,12340,11808,11738,15169,14243,19245,12526,19953,12076,36666,7608,28578,5920,15191,5764,13214,3993,13369,1640,7935,20221103
202210,5호선,목동,20374,5995,57905,14767,74563,26042,36997,20811,26919,15359,24483,14407,25246,17615,23316,21716,21158,22035,21761,25744,24557,33802,27089,47832,28979,77540,16252,53801,13389,31811,13246,29693,13663,27606,4089,15980,20221103
202210,5호선,미사,22625,7416,66485,12233,63440,23972,34350,20591,24901,16856,22929,17081,24498,19452,23931,19386,21316,23464,23848,23689,26121,31126,27858,43503,28753,62357,17105,62938,15297,33696,15851,27096,13405,25037,6340,16973,20221103
202210,5호선,발산,9816,13861,26624,36422,28650,104598,19041,55640,19197,30759,22676,30007,26325,29716,29119,30964,31941,28897,38586,28698,44746,31406,63262,37375,83116,52089,36962,37110,31210,20927,30970,15687,25021,14508,10271,8769,20221103
202210,5호선,방이,7218,3871,18685,7459,17852,23261,12485,12719,10130,8867,9509,8216,10853,10461,10776,9596,9541,11011,11006,11589,12490,14260,14744,19207,20213,21269,9710,17348,8372,10069,9624,8145,10246,6916,1801,4845,20221103
202210,5호선,방화,11050,3804,26692,5304,24764,12645,14767,7500,11735,6154,11040,6019,11216,7303,10302,8345,9314,9069,10033,10260,12319,11858,10813,13721,9684,21172,4923,19513,3600,12213,2467,11010,1911,10299,783,6130,20221103
202210,5호선,상일동,28573,6954,76009,11819,55394,17221,33992,10531,25756,8873,21509,8657,21851,13323,19121,15232,16600,15030,18052,20601,19278,23353,20622,34964,18638,54192,9984,48522,7536,26960,5035,24931,3638,22383,1511,14474,20221103
202210,5호선,서대문,5897,14154,17350,64059,23033,153580,17492,48757,17146,24228,20752,21626,21418,20482,21058,23512,24232,19864,30286,16482,39930,17022,70479,20245,109955,26145,30796,15298,24223,10551,21969,10989,16174,8585,6490,5492,20221103
202210,5호선,송정,7745,4319,20209,7023,22027,11613,14951,7981,11671,6828,10543,7162,10582,8245,10028,8539,9621,8532,9645,9834,11167,11764,12763,13428,12942,19568,7330,15161,5519,10232,4389,9714,3435,8985,1602,5672,20221103
202210,5호선,신금호,7209,3105,21043,8632,28007,13813,15106,7834,10321,5850,9623,5924,9574,7371,9445,8355,8249,8540,9014,11175,11307,13107,10313,16730,10252,25458,7320,16702,5011,10970,3702,10329,2580,9130,1087,6006,20221103
202210,5호선,신길,4111,2068,13667,4602,21937,13018,10078,5903,5930,3009,5005,3208,5281,3701,5095,4101,4273,4182,4667,5035,5601,6532,8233,9984,12604,18312,4726,11105,3204,8928,4079,8779,2980,8584,1379,5998,20221103
202210,5호선,신정(은행정),23385,4147,63572,8347,76461,13783,37709,9231,22366,7490,19239,8021,19154,10233,17152,11567,13914,12495,14503,16979,15141,22687,15396,28839,15827,46835,8303,36103,5772,22997,5021,22490,4237,21098,1541,13285,20221103
202210,5호선,아차산(어린이대공원후문),17077,6267,42483,13999,58291,29101,32435,23097,22902,22644,21632,21988,24382,22024,25834,23036,27040,21648,28982,24951,32192,30209,32384,36758,30351,53585,17485,37781,12329,24207,13901,20699,10257,18295,3118,11361,20221103
202210,5호선,애오개,4910,4063,16975,8474,24009,24310,12562,12520,8894,7063,9189,6270,9801,6750,9852,8332,8900,8599,10091,8633,11267,9700,13615,13432,20173,19791,7678,12414,5326,8191,4504,7476,3162,7508,1266,4614,20221103
202210,5호선,양평,6928,3168,23765,8618,27586,34266,12684,13308,8408,5910,7936,5511,8487,5898,8460,6271,7570,6356,8285,7128,9126,8984,14971,12573,28390,21538,8215,15239,5587,10096,4355,9709,2995,9052,1481,5463,20221103
202210,5호선,여의나루,2459,10854,4912,37770,8549,67300,5502,33649,5657,24370,7886,23068,9697,26891,11727,33578,16494,38411,24886,43854,32316,50475,56638,50006,74606,50978,45382,36542,45650,17469,39867,7901,35674,4968,12133,2580,20221103
202210,5호선,여의도,3870,26279,9375,126993,13346,206533,11990,80588,13322,33246,19563,32394,20332,32226,25409,34212,29800,29430,36757,27509,50701,31395,130049,40241,163343,47104,63974,22944,63731,10073,62055,8383,35912,7224,11332,4126,20221103
202210,5호선,영등포구청,2565,2605,7050,5990,10037,22786,5297,9618,4262,4590,4848,4045,4939,4335,5350,4458,5215,4539,5843,4758,6699,5040,9750,6535,19021,11002,6373,5851,4236,3809,3822,3827,2809,3470,1359,2142,20221103
202210,5호선,영등포시장,5459,5305,21350,12780,31036,36618,14566,22743,11105,16994,12154,16068,15291,19664,15370,23035,15778,19060,19411,16161,25235,15932,29785,18920,38823,30672,16671,18840,11608,11966,10382,11893,7711,10926,3108,7177,20221103
202210,5호선,오금,2756,2308,7958,9098,7966,20585,5418,7149,4865,3918,5104,3391,5786,3782,5399,3736,4796,4033,6246,4250,7824,5447,10172,6254,13588,7411,4332,6330,3358,3827,2758,3632,2301,3740,806,2573,20221103
202210,5호선,오목교(목동운동장앞),14968,8975,49886,27910,58513,63112,32869,50050,24661,31398,25427,31152,29409,31447,29907,34393,30350,33319,32720,35529,40205,41877,49977,53189,64521,74156,34635,47825,36270,28036,28615,24461,24290,21610,7280,12974,20221103
202210,5호선,올림픽공원(한국체대),5451,3675,10661,6122,11668,11395,9028,8391,7808,8972,7502,8738,8717,10248,8346,9139,8644,10486,10720,11374,13314,10849,12666,11024,11181,10214,7803,8003,7679,5192,8228,4486,6930,4024,1350,2851,20221103
202210,5호선,왕십리(성동구청),2163,2701,5978,6071,8423,17843,5333,9630,5101,7071,5278,6938,6161,7616,6580,8394,6753,8421,7865,8274,9598,9408,11077,11874,13945,16486,8411,9257,7551,5673,7840,5095,6451,4437,2891,2817,20221103
202210,5호선,우장산,21030,4949,55788,14673,57425,22500,31954,15980,25957,12333,24267,13279,25309,15813,23072,19144,19928,20282,23125,23444,25550,28944,22688,34825,19970,52553,11590,42277,8419,24880,7201,23233,6036,23677,1790,13674,20221103
202210,5호선,을지로4가,823,6736,1658,17087,2810,40399,2929,18518,3961,11783,5667,11411,6969,10880,8906,10443,10285,9120,11919,8008,14662,7237,24507,7309,36598,7064,14523,3725,9642,2411,8138,2160,5574,1596,2702,960,20221103
202210,5호선,장한평,18071,11818,51772,21728,72132,62352,38317,28170,23846,20118,21929,18934,23575,19138,22932,20516,21847,19110,23198,22460,30501,27883,39592,39733,59100,62198,25585,44279,15326,26969,12305,25530,9531,23213,3988,14599,20221103
202210,5호선,종로3가,2235,5667,3330,14023,5059,38490,6040,33318,7648,31634,11157,36240,17637,36107,21356,34242,27100,31798,33969,28491,40739,28003,47378,30640,60369,35276,36740,19219,34326,10706,38161,8410,31432,6204,16854,3939,20221103
202210,5호선,천호(풍납토성),11232,14327,28320,19354,36069,38150,23799,35586,22733,28783,25900,28607,29824,29814,31034,32548,32270,32051,37824,34348,43459,38430,49908,43753,53059,56094,36116,39978,33624,22917,24079,20818,18469,18015,8661,11157,20221103
202210,5호선,청구,2963,2136,6855,4017,10908,13597,6960,7426,5647,4185,5351,3792,5544,4315,5782,4728,5419,4663,5601,5247,6904,5982,8019,7553,12846,10375,7232,7212,4845,4742,4128,4512,3157,4440,1597,2989,20221103
202210,5호선,충정로(경기대입구),2244,1676,6178,9877,8862,32598,4867,12127,4220,4453,4738,4205,5074,3731,5181,4663,5457,4535,5515,3994,7010,4396,13617,5966,27238,8778,6739,5613,4753,4103,4598,4073,3365,4019,1263,2602,20221103
202210,5호선,하남검단산,8562,2777,22162,4987,18959,11662,11957,10966,10090,9701,8713,9241,9667,10737,9699,9549,9972,8883,11957,11427,13772,10593,13552,13608,12516,16552,7295,15586,6276,10232,5518,8919,3876,7699,989,5325,20221103
202210,5호선,하남시청(덕풍?신장),10667,3259,25665,6190,24171,13938,15310,7986,13248,7741,12598,8439,13542,7965,12513,10517,10820,9712,10925,13804,13287,15760,13116,15983,13530,22726,7522,21156,5491,12376,4653,11800,3077,10451,1146,6416,20221103
202210,5호선,하남풍산,5431,1833,10635,5785,11569,14001,7037,8787,5935,5035,5677,5071,6080,5046,6048,5730,6003,5618,6573,5770,8504,7623,10406,7299,12830,10690,5395,9737,3871,5187,3555,5137,2151,5051,714,3318,20221103
202210,5호선,행당,11152,2685,30739,4831,42779,9292,22051,6903,14900,5428,13118,6149,12907,7574,11832,8433,10362,10127,10469,11860,10250,15348,10661,19463,9681,30463,6405,20775,4897,13271,3907,12939,3019,11359,1142,6778,20221103
202210,5호선,화곡,40156,10862,113486,15561,144472,32112,74112,24408,48128,19482,43239,20507,43726,24334,41277,27645,35240,31398,34320,38772,38022,52789,39359,67808,38770,116846,22748,89406,15891,53663,13352,51928,10863,46617,4220,28665,20221103
202210,6호선,고려대(종암),7410,4582,21727,10960,27685,31264,15963,15363,11285,14607,11772,10938,13048,10170,15298,13534,12604,10135,16213,11855,21246,13616,22835,16053,23385,26607,10814,19632,8793,12144,10660,11990,8025,12309,3655,8753,20221103
202210,6호선,공덕,8298,10430,20911,36611,31114,96432,22251,49123,19194,23504,21197,19988,22455,20529,24495,20463,24048,20227,27342,21168,32276,25073,53628,31600,82161,42799,34737,26845,27914,16667,28512,15481,22520,13961,10799,10516,20221103
202210,6호선,광흥창(서강),7270,5026,19393,15305,26480,32491,17056,18335,12580,10894,13402,8821,13750,9992,12662,10431,11859,10688,13954,11489,14457,13375,20013,16987,28668,23590,12861,17594,9918,10707,8759,9844,6150,9348,2531,5939,20221103
202210,6호선,구산,11585,2388,29692,6118,37686,7206,19749,5104,13881,5122,12559,6266,13053,6989,11511,7557,9751,7798,10735,9981,12123,13178,10249,14637,9532,21167,5747,19689,4312,10240,3775,9390,3289,8052,1074,5388,20221103
202210,6호선,녹사평(용산구청),2505,3928,5508,9345,7894,17202,6411,9286,5280,8172,5652,8399,6552,9408,7429,10794,8055,10321,9742,11475,13956,12983,15804,15784,20982,18237,13774,12747,13737,7816,16383,6442,14892,5348,9827,3590,20221103
202210,6호선,대흥(서강대앞),5545,4063,15357,14885,21590,33966,14243,18637,10863,18207,11326,12802,14647,13218,15329,16352,13819,12564,15674,12977,21169,15329,24597,18038,23970,25205,13446,16648,10737,10122,11671,8903,11623,9061,4174,6915,20221103
202210,6호선,독바위,4888,1014,13354,1853,12690,3370,6768,3684,4615,3988,4362,2938,4744,3153,4074,3115,3609,3431,3746,4145,3952,5676,3472,6686,2952,11136,1733,10087,1214,6112,857,5111,551,5148,267,3335,20221103
202210,6호선,돌곶이,13489,3680,37759,6066,42038,16588,22175,12567,14839,11323,12967,9192,13870,10865,14955,11555,14686,10833,13477,13611,13343,16176,15072,21928,15235,31833,9977,26891,6437,15662,6042,13628,4978,13432,2274,7998,20221103
202210,6호선,동묘앞,5210,4195,9723,8440,14229,23135,11523,19301,10999,16622,13149,17106,17487,17186,17526,18401,19802,17512,21849,16215,23987,15826,24778,15579,22976,17274,12266,12598,8846,8760,6946,9141,5621,8541,2856,8454,20221103
202210,6호선,디지털미디어시티,14674,12002,48511,27919,51351,68909,30207,28222,18779,12806,15932,11171,16325,12892,15594,13982,13988,14590,15542,17132,20135,22875,32694,29589,46942,46307,20810,34862,11438,21090,9346,19936,6238,18300,2868,11392,20221103
202210,6호선,마포구청,13376,7243,39045,14536,55546,34778,33229,18784,22102,13584,20673,13487,21373,16254,20691,17609,19260,16881,20194,20128,23534,22335,28745,28338,37899,40573,18542,31114,13356,20794,12654,18019,9260,18229,4210,12288,20221103
202210,6호선,망원,10075,5008,25798,10081,37288,31157,24056,28691,18247,22097,18001,25486,21737,28502,23004,31300,23556,28911,25647,32223,28086,33568,31972,39171,40338,50332,26605,34019,23019,18057,22178,16205,17459,13311,8344,9526,20221103
202210,6호선,버티고개,1751,1140,4999,2680,7861,5094,5115,3156,3593,2454,3375,2336,3773,2629,3299,3178,3032,3185,3429,3810,3779,4091,4817,5014,5635,6664,3054,5209,2039,3348,1773,3292,1455,3193,634,2069,20221103
202210,6호선,보문,7367,4114,21794,8871,33774,19233,17651,10393,11623,7279,10563,7081,11667,7728,11336,8648,10122,7905,10820,9701,13099,11107,14247,15286,17375,23146,9004,17556,6806,11338,6088,11386,4976,12152,2842,8764,20221103
202210,6호선,봉화산(서울의료원),14922,2500,46816,6152,39035,13118,20483,7617,15461,6496,12893,6629,13041,8464,11814,9932,10296,10225,9836,12652,10879,15212,12119,21017,10906,31094,5976,29029,3989,17047,3539,14360,2689,14298,1104,8825,20221103
202210,6호선,불광,3825,2697,10553,3920,11917,7698,6951,7938,6204,5690,6802,5907,7627,6501,8055,7243,8911,7169,9914,7736,11163,8341,10534,10055,10009,14182,5728,10553,4634,6069,3947,5607,2167,5095,1010,3502,20221103
202210,6호선,삼각지,3083,5771,8587,14596,13260,27761,10319,13110,7940,8949,10032,8298,11340,8880,12877,9835,12966,8934,15189,9867,19632,10162,26087,12242,31494,15098,14955,9737,13564,6919,11951,6720,9756,7273,5287,4590,20221103
202210,6호선,상수,6331,3909,9917,6805,14147,26170,9932,32353,7851,21070,8765,18681,12702,21063,14736,23492,14713,19999,16620,18254,20927,21490,26247,26486,30858,34282,20937,24158,19695,14793,22514,12514,21316,11187,15154,9345,20221103
202210,6호선,상월곡(한국과학기술연구원),9075,1968,24367,3579,28301,13646,15088,8875,10511,9627,9841,7800,9819,6854,9941,7604,9347,7764,8556,8767,10502,10743,10400,13598,9953,18912,6259,16835,3585,10091,4656,10064,2596,9020,1311,6537,20221103
202210,6호선,새절(신사),19789,4631,51633,7897,60424,15009,33177,12574,21792,9590,19206,11345,19863,12551,18706,15078,16375,14755,16312,19452,20229,22974,18042,31016,15871,46770,9680,38687,6567,23703,5695,21390,4088,18977,1549,13126,20221103
202210,6호선,석계,19311,5347,47387,8423,53229,15834,30491,12513,21961,11228,19182,13554,19232,14245,18547,15840,16942,16395,16167,20660,17486,26656,17394,34091,15970,51454,11336,43191,8131,24421,7080,22630,6348,20582,3554,13765,20221103
202210,6호선,신내,0,0,0,0,3,0,0,0,0,0,2,0,3,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20221103
202210,6호선,신당,5111,7155,7003,14657,11210,37314,9739,22292,8408,13443,9832,11224,13912,11401,11874,13640,11933,9711,13470,9001,19602,10674,22188,13889,25947,20155,15600,18064,13435,9577,15770,7833,16390,7900,5602,9273,20221103
202210,6호선,안암(고대병원앞),3586,8012,9794,16729,12936,49019,12760,33445,14528,37985,17147,22436,18505,19350,19763,27145,20065,16578,30816,16390,38125,17055,44645,18293,37423,29075,20615,21278,18366,12877,19887,12609,19500,12977,12203,9242,20221103
202210,6호선,약수,2020,2377,4631,5840,7157,15916,5613,8093,4475,5182,4745,4680,5516,4848,5578,5438,5345,4810,6013,5536,6973,5907,8675,7434,12370,8829,6567,5737,5038,3433,5132,3073,4059,3110,1866,2058,20221103
202210,6호선,역촌,5965,1994,16148,2651,16774,7512,8850,4111,6119,3448,5589,4434,6268,4951,6021,5278,5198,5253,4893,6359,4927,8850,4985,10856,5164,17162,3075,14228,2043,7583,1784,7884,1303,6769,585,4828,20221103
202210,6호선,연신내,0,0,2,0,1,0,3,0,1,0,1,0,2,0,2,0,2,0,1,0,0,0,2,0,1,0,2,0,1,0,1,0,0,0,1,0,20221103
202210,6호선,월곡(동덕여대),13578,4132,39020,8021,46935,26700,26080,18958,18479,16543,17966,15360,18171,14275,18916,15840,20178,15582,18668,17543,22646,22561,22346,27444,26149,40622,13766,32007,10694,18879,9069,17765,6201,16450,2961,10876,20221103
202210,6호선,월드컵경기장(성산),2788,3787,8243,6584,9304,12456,5659,17399,6688,26748,9539,26999,12875,23777,15077,26869,20095,26499,28375,22789,34029,18576,29527,15807,24845,19370,13905,10345,11076,5389,16236,4018,5221,2932,1334,1760,20221103
202210,6호선,응암,26761,6159,70382,9701,86298,18780,47030,13276,30213,13671,27803,14891,28242,17876,26333,19093,22866,21117,21683,26687,23350,34697,23044,46917,22001,73982,13945,58323,10674,37821,8573,31842,6414,29331,2681,20334,20221103
202210,6호선,이태원,15869,7602,12510,12303,14639,27672,11893,24417,10312,19732,12427,20636,14280,24178,16406,26080,19815,26678,23910,29512,30210,36627,36806,47650,43381,61700,36363,55747,35309,43145,41285,36359,44615,31088,35589,24889,20221103
202210,6호선,증산(명지대앞),15726,3657,39153,5383,47463,10788,27137,8810,18502,7855,15331,9078,16078,10252,15406,11692,13215,13060,12824,16115,13947,20602,13707,26899,12972,41709,7696,33337,5689,20029,4542,20252,3733,16844,1569,10683,20221103
202210,6호선,창신,5213,2234,13975,6211,16830,6495,8892,4273,5771,3174,5024,3103,4866,3574,4699,3741,4429,3723,5196,4269,5619,5075,5486,6950,4916,9337,3200,7329,2699,4953,2055,4847,1491,4659,542,3126,20221103
202210,6호선,청구,2691,2563,7040,6676,9913,21565,6387,10792,4819,4558,4618,4041,4552,4154,5074,4693,4828,4173,5195,4935,6670,5356,7445,6506,12461,7670,8622,5388,5103,3750,4353,3513,3471,3455,1635,2241,20221103
202210,6호선,태릉입구,7551,3138,18727,4392,22081,9546,12080,8294,9343,5990,8951,8433,9177,6967,9245,7858,8537,8411,8524,9107,9505,12353,9831,15113,9779,24228,6317,20078,4727,10920,4393,10808,3626,9910,1813,7917,20221103
202210,6호선,한강진,1735,8099,3074,19897,6032,39265,4899,28063,3843,20769,5119,22183,6868,23118,8804,30817,11516,23125,17529,22459,27906,24699,43781,28459,41483,32026,25915,14109,24421,5226,29774,4178,35866,3445,7031,2797,20221103
202210,6호선,합정,5834,7838,13508,16121,20522,41283,16179,29074,13113,18561,15018,19886,17844,20679,19759,23382,21057,20630,23508,22281,26351,26422,33831,32502,48200,44193,32122,28604,28514,16042,31388,14804,27615,13093,15451,10243,20221103
202210,6호선,화랑대(서울여대입구),20325,3170,58286,7690,54938,18523,27471,14007,19519,9167,18065,9947,17811,9067,19067,10854,16145,10436,16581,13243,20089,15706,19998,22292,16236,34638,8641,31543,5626,18399,4937,17253,3604,15350,1389,10794,20221103
202210,6호선,효창공원앞,5637,3772,16699,7957,26332,24857,15454,15358,10911,12350,10715,9640,11316,9201,12059,9389,10522,9364,11632,9496,14358,11991,17092,14630,23006,21128,10144,14199,7232,8907,7363,8323,5504,7748,2528,5308,20221103
202210,7호선,가산디지털단지,9516,27395,22122,110336,25413,347398,19591,196539,18421,58265,23307,36346,30064,35707,35901,37050,40061,33425,50254,31057,73341,29496,188419,31352,282789,35384,115202,24908,65054,14824,52485,12630,27415,10776,11531,7720,20221103
202210,7호선,강남구청,3973,14759,7317,32297,10198,102744,9399,103915,9556,41769,11748,25476,14509,22425,17358,24343,21344,20431,26591,18113,30966,18706,48822,20473,87450,21829,52542,13256,33406,8542,32040,6833,24404,5614,10129,3709,20221103
202210,7호선,건대입구,5084,7460,11823,17730,18520,37989,16158,29646,13943,26036,15509,22056,17761,22994,19949,25182,22897,24020,26635,23063,30971,24279,37587,30787,34385,40944,25793,27156,27478,14938,23877,12916,21810,11136,12683,6642,20221103
